geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date,visitor_flows,pop_flows
51059452600,51059450702,-77.15462556234955,38.80172750639136,-77.20337751959708,38.83704813072428,2020-01-04,3,103.0
51059452600,51059430901,-77.15462556234955,38.80172750639136,-77.24465556890183,38.78365477132321,2020-01-04,1,34.0
51059452600,51059420700,-77.15462556234955,38.80172750639136,-77.10523645061623,38.78575304124371,2020-01-04,3,103.0
51059452600,51059452801,-77.15462556234955,38.80172750639136,-77.12667674746075,38.840661272990516,2020-01-04,3,103.0
51059452600,51059421400,-77.15462556234955,38.80172750639136,-77.0875446019173,38.768705095958886,2020-01-04,2,69.0
51059452600,51059432800,-77.15462556234955,38.80172750639136,-77.2005530639223,38.73787099168223,2020-01-04,1,34.0
51059452600,51059450602,-77.15462556234955,38.80172750639136,-77.19589346673314,38.86307199197405,2020-01-04,1,34.0
51059452600,51059431002,-77.15462556234955,38.80172750639136,-77.25439729718087,38.7769865291531,2020-01-04,1,34.0
51059452600,51059490501,-77.15462556234955,38.80172750639136,-77.4137950764324,38.83637257976706,2020-01-04,1,34.0
51059452600,51059480901,-77.15462556234955,38.80172750639136,-77.40043782316502,38.97201155446565,2020-01-04,2,69.0
51059452600,51059440201,-77.15462556234955,38.80172750639136,-77.22697615359338,38.86701352707118,2020-01-04,2,69.0
51059452600,51059420100,-77.15462556234955,38.80172750639136,-77.16467730069392,38.787044854721834,2020-01-04,3,103.0
51059452600,51059421001,-77.15462556234955,38.80172750639136,-77.15732169100312,38.77086492518663,2020-01-04,1,34.0
51059452600,51059451300,-77.15462556234955,38.80172750639136,-77.15588309227212,38.861488285814424,2020-01-04,1,34.0
51059452600,51059451800,-77.15462556234955,38.80172750639136,-77.14470776484706,38.8333070617569,2020-01-04,2,69.0
51059452600,51059422301,-77.15462556234955,38.80172750639136,-77.12834659833878,38.780137779327134,2020-01-04,2,69.0
51059452600,51059452501,-77.15462556234955,38.80172750639136,-77.17132175226627,38.80657215578222,2020-01-04,12,414.0
51059452600,51059451601,-77.15462556234955,38.80172750639136,-77.13900727595832,38.85023855731449,2020-01-04,1,34.0
51059452600,51059440800,-77.15462556234955,38.80172750639136,-77.24070201610424,38.82875787006956,2020-01-04,1,34.0
51059452600,51059422403,-77.15462556234955,38.80172750639136,-77.12280710975398,38.769781190280085,2020-01-04,1,34.0
51059452600,51059420203,-77.15462556234955,38.80172750639136,-77.12927007081682,38.79184670710814,2020-01-04,1,34.0
51059452600,51059452200,-77.15462556234955,38.80172750639136,-77.2091586626985,38.82200265204395,2020-01-04,1,34.0
51059452600,51059452101,-77.15462556234955,38.80172750639136,-77.1797851972598,38.82043684311591,2020-01-04,3,103.0
51059452600,51059421102,-77.15462556234955,38.80172750639136,-77.15623553770146,38.75672569662099,2020-01-04,1,34.0
51059452600,51059432701,-77.15462556234955,38.80172750639136,-77.21945767693144,38.747648332441905,2020-01-04,1,34.0
51059420300,51059415100,-77.10377014496983,38.796281727542315,-77.07037355067027,38.77915855708658,2020-01-04,3,72.0
51059420300,51059422302,-77.10377014496983,38.796281727542315,-77.14387470794956,38.7733706143812,2020-01-04,7,168.0
51059420300,51059451502,-77.10377014496983,38.796281727542315,-77.12694250268389,38.85335649732703,2020-01-04,1,24.0
51059420300,51059491401,-77.10377014496983,38.796281727542315,-77.42515788830221,38.83210282796088,2020-01-04,1,24.0
51059420300,51059420300,-77.10377014496983,38.796281727542315,-77.10377014496983,38.796281727542315,2020-01-04,206,4948.0
51059420300,51059420503,-77.10377014496983,38.796281727542315,-77.07498341609596,38.7896555328645,2020-01-04,1,24.0
51059420300,51059431801,-77.10377014496983,38.796281727542315,-77.27824211114722,38.80058939046586,2020-01-04,1,24.0
51059420300,51059420201,-77.10377014496983,38.796281727542315,-77.14761895675899,38.787625263894704,2020-01-04,4,96.0
51059420300,51059430801,-77.10377014496983,38.796281727542315,-77.22400663579869,38.78275924030369,2020-01-04,1,24.0
51059420300,51059421900,-77.10377014496983,38.796281727542315,-77.15517308573303,38.72577958578354,2020-01-04,3,72.0
51059420300,51059430600,-77.10377014496983,38.796281727542315,-77.18728098652899,38.78757070022494,2020-01-04,5,120.0
51059420300,51059420502,-77.10377014496983,38.796281727542315,-77.06926141961982,38.791231410692696,2020-01-04,2,48.0
51059420300,51059421300,-77.10377014496983,38.796281727542315,-77.11071480162141,38.75647293178494,2020-01-04,2,48.0
51059420300,51059420600,-77.10377014496983,38.796281727542315,-77.08219333669611,38.78714561136631,2020-01-04,8,192.0
51059420300,51059421103,-77.10377014496983,38.796281727542315,-77.1662883412407,38.74065844496078,2020-01-04,4,96.0
51059420300,51059430400,-77.10377014496983,38.796281727542315,-77.23209764122544,38.8029034033911,2020-01-04,1,24.0
51059420300,51059452700,-77.10377014496983,38.796281727542315,-77.13407771697307,38.84399592979069,2020-01-04,1,24.0
51059420300,51059415200,-77.10377014496983,38.796281727542315,-77.05161349408421,38.776593957988624,2020-01-04,1,24.0
51059420300,51059421002,-77.10377014496983,38.796281727542315,-77.1748165394979,38.76585775601781,2020-01-04,13,312.0
51059420300,51059480802,-77.10377014496983,38.796281727542315,-77.37267294649756,38.97239970560163,2020-01-04,1,24.0
51059420300,51059422402,-77.10377014496983,38.796281727542315,-77.13566565204785,38.76336818632836,2020-01-04,1,24.0
51059420300,51059421500,-77.10377014496983,38.796281727542315,-77.08882475465968,38.74928365444671,2020-01-04,6,144.0
51059420300,51059482601,-77.10377014496983,38.796281727542315,-77.4150254704928,38.896633408978296,2020-01-04,1,24.0
51059420300,51059420700,-77.10377014496983,38.796281727542315,-77.10523645061623,38.78575304124371,2020-01-04,2,48.0
51059420300,51059421400,-77.10377014496983,38.796281727542315,-77.0875446019173,38.768705095958886,2020-01-04,10,240.0
51059420300,51059432800,-77.10377014496983,38.796281727542315,-77.2005530639223,38.73787099168223,2020-01-04,1,24.0
51059420300,51059416100,-77.10377014496983,38.796281727542315,-77.1155843944627,38.706068713622436,2020-01-04,1,24.0
51059420300,51059440201,-77.10377014496983,38.796281727542315,-77.22697615359338,38.86701352707118,2020-01-04,3,72.0
51059420300,51059421600,-77.10377014496983,38.796281727542315,-77.09866460851858,38.73936750416981,2020-01-04,5,120.0
51059420300,51059421001,-77.10377014496983,38.796281727542315,-77.15732169100312,38.77086492518663,2020-01-04,3,72.0
51059420300,51059422301,-77.10377014496983,38.796281727542315,-77.12834659833878,38.780137779327134,2020-01-04,14,336.0
51059420300,51059491000,-77.10377014496983,38.796281727542315,-77.50446540211874,38.850964821250784,2020-01-04,1,24.0
51059420300,51059422403,-77.10377014496983,38.796281727542315,-77.12280710975398,38.769781190280085,2020-01-04,1,24.0
51059420300,51059420203,-77.10377014496983,38.796281727542315,-77.12927007081682,38.79184670710814,2020-01-04,9,216.0
51059420300,51059452200,-77.10377014496983,38.796281727542315,-77.2091586626985,38.82200265204395,2020-01-04,1,24.0
51059420300,51059420800,-77.10377014496983,38.796281727542315,-77.09934268187929,38.77747548827872,2020-01-04,1,24.0
51059420300,51059452302,-77.10377014496983,38.796281727542315,-77.21782843307162,38.82202549762787,2020-01-04,2,48.0
51059420300,51059421800,-77.10377014496983,38.796281727542315,-77.1265633295961,38.72402657127379,2020-01-04,1,24.0
51059420300,51059452101,-77.10377014496983,38.796281727542315,-77.1797851972598,38.82043684311591,2020-01-04,1,24.0
51059420300,51059480902,-77.10377014496983,38.796281727542315,-77.38296903834575,38.960917042606845,2020-01-04,1,24.0
51059420300,51059415800,-77.10377014496983,38.796281727542315,-77.06873165782939,38.72333993292989,2020-01-04,1,24.0
51059420300,51059421102,-77.10377014496983,38.796281727542315,-77.15623553770146,38.75672569662099,2020-01-04,2,48.0
51059420300,51059430802,-77.10377014496983,38.796281727542315,-77.22479147072062,38.78926040185394,2020-01-04,1,24.0
51059420300,51059482100,-77.10377014496983,38.796281727542315,-77.33787724538188,38.967403499106226,2020-01-04,1,24.0
51059420300,51059415402,-77.10377014496983,38.796281727542315,-77.06916746648814,38.75181567558743,2020-01-04,1,24.0
51059420300,51059420501,-77.10377014496983,38.796281727542315,-77.06978500428973,38.788550008675394,2020-01-04,1,24.0
51059481500,51059481701,-77.34690084320611,38.9171633098916,-77.36387198176318,38.895367519401034,2020-01-04,1,29.0
51059481500,51059481500,-77.34690084320611,38.9171633098916,-77.34690084320611,38.9171633098916,2020-01-04,70,2046.0
51059481500,51059432500,-77.34690084320611,38.9171633098916,-77.2527891712359,38.75535892466453,2020-01-04,1,29.0
51059481500,51059460501,-77.34690084320611,38.9171633098916,-77.23464620836,38.91088859959919,2020-01-04,1,29.0
51059481500,51059460702,-77.34690084320611,38.9171633098916,-77.26322998035126,38.89268697467987,2020-01-04,4,116.0
51059481500,51059460800,-77.34690084320611,38.9171633098916,-77.2505396157944,38.902075836349375,2020-01-04,1,29.0
51059481500,51059481900,-77.34690084320611,38.9171633098916,-77.3126690528857,38.959476410213554,2020-01-04,2,58.0
51059481500,51059482301,-77.34690084320611,38.9171633098916,-77.34581810076517,38.94279470575945,2020-01-04,4,116.0
51059481500,51059480903,-77.34690084320611,38.9171633098916,-77.39458733934619,38.95882453345912,2020-01-04,2,58.0
51059481500,51059481106,-77.34690084320611,38.9171633098916,-77.38416720391385,38.924391131591904,2020-01-04,7,204.0
51059481500,51059481105,-77.34690084320611,38.9171633098916,-77.3981881061798,38.93611365127223,2020-01-04,1,29.0
51059481500,51059480505,-77.34690084320611,38.9171633098916,-77.35707789518965,38.973162148266674,2020-01-04,1,29.0
51059481500,51059482203,-77.34690084320611,38.9171633098916,-77.36225171998687,38.95920514871444,2020-01-04,4,116.0
51059481500,51059461100,-77.34690084320611,38.9171633098916,-77.29284252730673,38.898718721163846,2020-01-04,1,29.0
51059481500,51059461201,-77.34690084320611,38.9171633098916,-77.31625326973503,38.8918869334602,2020-01-04,2,58.0
51059481500,51059451900,-77.34690084320611,38.9171633098916,-77.15608040491675,38.82612493936819,2020-01-04,1,29.0
51059481500,51059491801,-77.34690084320611,38.9171633098916,-77.39604791624032,38.85736471585231,2020-01-04,2,58.0
51059481500,51059491704,-77.34690084320611,38.9171633098916,-77.36627218461598,38.851657701942926,2020-01-04,3,87.0
51059481500,51059440600,-77.34690084320611,38.9171633098916,-77.33156346020816,38.839676110767016,2020-01-04,1,29.0
51059481500,51059440202,-77.34690084320611,38.9171633098916,-77.23741375882517,38.85469177783874,2020-01-04,1,29.0
51059481500,51059491701,-77.34690084320611,38.9171633098916,-77.37839902398822,38.86080004043335,2020-01-04,1,29.0
51059481500,51059482001,-77.34690084320611,38.9171633098916,-77.33130214008122,38.982055074044176,2020-01-04,2,58.0
51059481500,51059432300,-77.34690084320611,38.9171633098916,-77.28990877453191,38.78005458593417,2020-01-04,2,58.0
51059481500,51059481400,-77.34690084320611,38.9171633098916,-77.3432090529196,38.92815099099633,2020-01-04,6,175.0
51059481500,51059460200,-77.34690084320611,38.9171633098916,-77.2880392463689,38.927685690899786,2020-01-04,1,29.0
51059481500,51059440201,-77.34690084320611,38.9171633098916,-77.22697615359338,38.86701352707118,2020-01-04,1,29.0
51059481500,51059491703,-77.34690084320611,38.9171633098916,-77.35406612612593,38.85545322920327,2020-01-04,1,29.0
51059481500,51059491705,-77.34690084320611,38.9171633098916,-77.38901301540042,38.84830943384582,2020-01-04,1,29.0
51059481500,51059482201,-77.34690084320611,38.9171633098916,-77.34277786577128,38.960422466836704,2020-01-04,2,58.0
51059481500,51059452000,-77.34690084320611,38.9171633098916,-77.17565510049765,38.83230347568938,2020-01-04,1,29.0
51059481500,51059482002,-77.34690084320611,38.9171633098916,-77.34351393366927,38.97645797357752,2020-01-04,2,58.0
51059481600,51059481701,-77.33480531019894,38.90181883971256,-77.36387198176318,38.895367519401034,2020-01-04,1,16.0
51059481600,51059491103,-77.33480531019894,38.90181883971256,-77.45880809087366,38.844643091717224,2020-01-04,1,16.0
51059481600,51059480801,-77.33480531019894,38.90181883971256,-77.38618187927071,38.97869021414635,2020-01-04,1,16.0
51059481600,51059481500,-77.33480531019894,38.90181883971256,-77.34690084320611,38.9171633098916,2020-01-04,2,32.0
51059481600,51059415900,-77.33480531019894,38.90181883971256,-77.08772880973586,38.718693392967516,2020-01-04,1,16.0
51059481600,51059422302,-77.33480531019894,38.90181883971256,-77.14387470794956,38.7733706143812,2020-01-04,1,16.0
51059481600,51059431001,-77.33480531019894,38.90181883971256,-77.26828513941784,38.782562798201255,2020-01-04,1,16.0
51059481600,51059460501,-77.33480531019894,38.90181883971256,-77.23464620836,38.91088859959919,2020-01-04,2,32.0
51059481600,51059460702,-77.33480531019894,38.90181883971256,-77.26322998035126,38.89268697467987,2020-01-04,14,226.0
51059481600,51059460800,-77.33480531019894,38.90181883971256,-77.2505396157944,38.902075836349375,2020-01-04,6,97.0
51059481600,51059460900,-77.33480531019894,38.90181883971256,-77.25837762994163,38.91275383885039,2020-01-04,6,97.0
51059481600,51059461000,-77.33480531019894,38.90181883971256,-77.27467591278857,38.902128239886544,2020-01-04,8,129.0
51059481600,51059491401,-77.33480531019894,38.90181883971256,-77.42515788830221,38.83210282796088,2020-01-04,1,16.0
51059481600,51059481900,-77.33480531019894,38.90181883971256,-77.3126690528857,38.959476410213554,2020-01-04,2,32.0
51059481600,51059482301,-77.33480531019894,38.90181883971256,-77.34581810076517,38.94279470575945,2020-01-04,2,32.0
51059481600,51059491803,-77.33480531019894,38.90181883971256,-77.3976143435876,38.874342808178596,2020-01-04,7,113.0
51059481600,51059470400,-77.33480531019894,38.90181883971256,-77.15700628054007,38.93532016249431,2020-01-04,3,48.0
51059481600,51059480503,-77.33480531019894,38.90181883971256,-77.36668825779324,38.98339329942545,2020-01-04,3,48.0
51059481600,51059481106,-77.33480531019894,38.90181883971256,-77.38416720391385,38.924391131591904,2020-01-04,3,48.0
51059481600,51059481105,-77.33480531019894,38.90181883971256,-77.3981881061798,38.93611365127223,2020-01-04,1,16.0
51059481600,51059480505,-77.33480531019894,38.90181883971256,-77.35707789518965,38.973162148266674,2020-01-04,3,48.0
51059481600,51059482203,-77.33480531019894,38.90181883971256,-77.36225171998687,38.95920514871444,2020-01-04,2,32.0
51059481600,51059461100,-77.33480531019894,38.90181883971256,-77.29284252730673,38.898718721163846,2020-01-04,19,307.0
51059481600,51059461201,-77.33480531019894,38.90181883971256,-77.31625326973503,38.8918869334602,2020-01-04,24,388.0
51059481600,51059461500,-77.33480531019894,38.90181883971256,-77.28150652215415,38.88175359519574,2020-01-04,2,32.0
51059481600,51059491801,-77.33480531019894,38.90181883971256,-77.39604791624032,38.85736471585231,2020-01-04,5,80.0
51059481600,51059491802,-77.33480531019894,38.90181883971256,-77.39456408731711,38.86432084028035,2020-01-04,1,16.0
51059481600,51059440100,-77.33480531019894,38.90181883971256,-77.25715641056563,38.85258610245918,2020-01-04,1,16.0
51059481600,51059452700,-77.33480531019894,38.90181883971256,-77.13407771697307,38.84399592979069,2020-01-04,1,16.0
51059481600,51059481600,-77.33480531019894,38.90181883971256,-77.33480531019894,38.90181883971256,2020-01-04,166,2687.0
51059481600,51059491704,-77.33480531019894,38.90181883971256,-77.36627218461598,38.851657701942926,2020-01-04,4,64.0
51059481600,51059460400,-77.33480531019894,38.90181883971256,-77.25221047824591,38.92531115386596,2020-01-04,1,16.0
51059481600,51059480201,-77.33480531019894,38.90181883971256,-77.215055243291,38.947087255173734,2020-01-04,1,16.0
51059481600,51059440600,-77.33480531019894,38.90181883971256,-77.33156346020816,38.839676110767016,2020-01-04,2,32.0
51059481600,51059491701,-77.33480531019894,38.90181883971256,-77.37839902398822,38.86080004043335,2020-01-04,1,16.0
51059481600,51059481400,-77.33480531019894,38.90181883971256,-77.3432090529196,38.92815099099633,2020-01-04,1,16.0
51059481600,51059451400,-77.33480531019894,38.90181883971256,-77.1466255312034,38.870548700053256,2020-01-04,1,16.0
51059481600,51059461802,-77.33480531019894,38.90181883971256,-77.30671921420152,38.87278310218551,2020-01-04,2,32.0
51059481600,51059460200,-77.33480531019894,38.90181883971256,-77.2880392463689,38.927685690899786,2020-01-04,1,16.0
51059481600,51059440201,-77.33480531019894,38.90181883971256,-77.22697615359338,38.86701352707118,2020-01-04,2,32.0
51059481600,51059430902,-77.33480531019894,38.90181883971256,-77.25937401423205,38.790868101916885,2020-01-04,1,16.0
51059481600,51059460701,-77.33480531019894,38.90181883971256,-77.25386006226454,38.88445341827508,2020-01-04,2,32.0
51059481600,51059490502,-77.33480531019894,38.90181883971256,-77.37117850392964,38.83783523980338,2020-01-04,3,48.0
51059481600,51059491703,-77.33480531019894,38.90181883971256,-77.35406612612593,38.85545322920327,2020-01-04,6,97.0
51059481600,51059460100,-77.33480531019894,38.90181883971256,-77.27340727986957,38.947583343067386,2020-01-04,1,16.0
51059481600,51059450300,-77.33480531019894,38.90181883971256,-77.17431746922468,38.87394510532165,2020-01-04,1,16.0
51059481600,51059461700,-77.33480531019894,38.90181883971256,-77.25395575836137,38.86896826108049,2020-01-04,1,16.0
51059481600,51059481202,-77.33480531019894,38.90181883971256,-77.3707466047395,38.94262698116312,2020-01-04,2,32.0
51059481600,51059421001,-77.33480531019894,38.90181883971256,-77.15732169100312,38.77086492518663,2020-01-04,1,16.0
51059481600,51059452501,-77.33480531019894,38.90181883971256,-77.17132175226627,38.80657215578222,2020-01-04,2,32.0
51059481600,51059491303,-77.33480531019894,38.90181883971256,-77.4384381047941,38.83547508045234,2020-01-04,1,16.0
51059481600,51059480203,-77.33480531019894,38.90181883971256,-77.2354767958799,38.927570078398716,2020-01-04,1,16.0
51059481600,51059470100,-77.33480531019894,38.90181883971256,-77.1611820432434,38.95499227929815,2020-01-04,1,16.0
51059481600,51059482303,-77.33480531019894,38.90181883971256,-77.33365993211109,38.93429308911668,2020-01-04,1,16.0
51059481600,51059471402,-77.33480531019894,38.90181883971256,-77.2094163547868,38.880355409445606,2020-01-04,1,16.0
51059481600,51059491301,-77.33480531019894,38.90181883971256,-77.47102168510627,38.81499826023138,2020-01-04,3,48.0
51059450200,51059450400,-77.19145952165972,38.87125613494499,-77.1700423930704,38.862163811462075,2020-01-04,4,102.0
51059450200,51059431001,-77.19145952165972,38.87125613494499,-77.26828513941784,38.782562798201255,2020-01-04,1,25.0
51059450200,51059460501,-77.19145952165972,38.87125613494499,-77.23464620836,38.91088859959919,2020-01-04,1,25.0
51059450200,51059460702,-77.19145952165972,38.87125613494499,-77.26322998035126,38.89268697467987,2020-01-04,1,25.0
51059450200,51059460800,-77.19145952165972,38.87125613494499,-77.2505396157944,38.902075836349375,2020-01-04,1,25.0
51059450200,51059492000,-77.19145952165972,38.87125613494499,-77.34859243054031,38.80813885853861,2020-01-04,1,25.0
51059450200,51059451502,-77.19145952165972,38.87125613494499,-77.12694250268389,38.85335649732703,2020-01-04,2,51.0
51059450200,51059482301,-77.19145952165972,38.87125613494499,-77.34581810076517,38.94279470575945,2020-01-04,2,51.0
51059450200,51059491803,-77.19145952165972,38.87125613494499,-77.3976143435876,38.874342808178596,2020-01-04,4,102.0
51059450200,51059450800,-77.19145952165972,38.87125613494499,-77.19423483538876,38.841178760485015,2020-01-04,1,25.0
51059450200,51059470400,-77.19145952165972,38.87125613494499,-77.15700628054007,38.93532016249431,2020-01-04,1,25.0
51059450200,51059420201,-77.19145952165972,38.87125613494499,-77.14761895675899,38.787625263894704,2020-01-04,1,25.0
51059450200,51059430801,-77.19145952165972,38.87125613494499,-77.22400663579869,38.78275924030369,2020-01-04,1,25.0
51059450200,51059430600,-77.19145952165972,38.87125613494499,-77.18728098652899,38.78757070022494,2020-01-04,1,25.0
51059450200,51059482203,-77.19145952165972,38.87125613494499,-77.36225171998687,38.95920514871444,2020-01-04,1,25.0
51059450200,51059461100,-77.19145952165972,38.87125613494499,-77.29284252730673,38.898718721163846,2020-01-04,1,25.0
51059450200,51059491801,-77.19145952165972,38.87125613494499,-77.39604791624032,38.85736471585231,2020-01-04,1,25.0
51059450200,51059430400,-77.19145952165972,38.87125613494499,-77.23209764122544,38.8029034033911,2020-01-04,2,51.0
51059450200,51059452700,-77.19145952165972,38.87125613494499,-77.13407771697307,38.84399592979069,2020-01-04,1,25.0
51059450200,51059481600,-77.19145952165972,38.87125613494499,-77.33480531019894,38.90181883971256,2020-01-04,1,25.0
51059450200,51059421002,-77.19145952165972,38.87125613494499,-77.1748165394979,38.76585775601781,2020-01-04,2,51.0
51059450200,51059451501,-77.19145952165972,38.87125613494499,-77.14379538152191,38.86396932321095,2020-01-04,3,76.0
51059450200,51059460400,-77.19145952165972,38.87125613494499,-77.25221047824591,38.92531115386596,2020-01-04,2,51.0
51059450200,51059440202,-77.19145952165972,38.87125613494499,-77.23741375882517,38.85469177783874,2020-01-04,2,51.0
51059450200,51059422402,-77.19145952165972,38.87125613494499,-77.13566565204785,38.76336818632836,2020-01-04,2,51.0
51059450200,51059452400,-77.19145952165972,38.87125613494499,-77.19813475368196,38.80508137238677,2020-01-04,2,51.0
51059450200,51059450702,-77.19145952165972,38.87125613494499,-77.20337751959708,38.83704813072428,2020-01-04,1,25.0
51059450200,51059482601,-77.19145952165972,38.87125613494499,-77.4150254704928,38.896633408978296,2020-01-04,1,25.0
51059450200,51059450602,-77.19145952165972,38.87125613494499,-77.19589346673314,38.86307199197405,2020-01-04,15,384.0
51059450200,51059432300,-77.19145952165972,38.87125613494499,-77.28990877453191,38.78005458593417,2020-01-04,1,25.0
51059450200,51059451400,-77.19145952165972,38.87125613494499,-77.1466255312034,38.870548700053256,2020-01-04,4,102.0
51059450200,51059440201,-77.19145952165972,38.87125613494499,-77.22697615359338,38.86701352707118,2020-01-04,6,153.0
51059450200,51059431500,-77.19145952165972,38.87125613494499,-77.2175038990861,38.769113166344276,2020-01-04,1,25.0
51059450200,51059430700,-77.19145952165972,38.87125613494499,-77.20313284696795,38.78619056516936,2020-01-04,2,51.0
51059450200,51059421600,-77.19145952165972,38.87125613494499,-77.09866460851858,38.73936750416981,2020-01-04,1,25.0
51059450200,51059450300,-77.19145952165972,38.87125613494499,-77.17431746922468,38.87394510532165,2020-01-04,3,76.0
51059450200,51059451300,-77.19145952165972,38.87125613494499,-77.15588309227212,38.861488285814424,2020-01-04,1,25.0
51059450200,51059452501,-77.19145952165972,38.87125613494499,-77.17132175226627,38.80657215578222,2020-01-04,5,128.0
51059450200,51059491000,-77.19145952165972,38.87125613494499,-77.50446540211874,38.850964821250784,2020-01-04,1,25.0
51059450200,51059450200,-77.19145952165972,38.87125613494499,-77.19145952165972,38.87125613494499,2020-01-04,159,4080.0
51059450200,51059451601,-77.19145952165972,38.87125613494499,-77.13900727595832,38.85023855731449,2020-01-04,1,25.0
51059450200,51059450100,-77.19145952165972,38.87125613494499,-77.20774636993447,38.87152938288463,2020-01-04,8,205.0
51059450200,51059450601,-77.19145952165972,38.87125613494499,-77.20709886821746,38.85705272922637,2020-01-04,2,51.0
51059450200,51059452200,-77.19145952165972,38.87125613494499,-77.2091586626985,38.82200265204395,2020-01-04,1,25.0
51059450200,51059471402,-77.19145952165972,38.87125613494499,-77.2094163547868,38.880355409445606,2020-01-04,2,51.0
51059450200,51059451200,-77.19145952165972,38.87125613494499,-77.1622624488821,38.85090673223483,2020-01-04,1,25.0
51059450200,51059452102,-77.19145952165972,38.87125613494499,-77.19747502813878,38.8181635517566,2020-01-04,1,25.0
51059450200,51059491301,-77.19145952165972,38.87125613494499,-77.47102168510627,38.81499826023138,2020-01-04,1,25.0
51059450200,51059471401,-77.19145952165972,38.87125613494499,-77.19766046306661,38.88492107416378,2020-01-04,2,51.0
51059450200,51059460300,-77.19145952165972,38.87125613494499,-77.27257437735418,38.92009450146299,2020-01-04,1,25.0
51059491303,51059491103,-77.4384381047941,38.83547508045234,-77.45880809087366,38.844643091717224,2020-01-04,4,96.0
51059491303,51059450400,-77.4384381047941,38.83547508045234,-77.1700423930704,38.862163811462075,2020-01-04,1,24.0
51059491303,51059491501,-77.4384381047941,38.83547508045234,-77.41730819910086,38.84471961303227,2020-01-04,3,72.0
51059491303,51059422302,-77.4384381047941,38.83547508045234,-77.14387470794956,38.7733706143812,2020-01-04,1,24.0
51059491303,51059431001,-77.4384381047941,38.83547508045234,-77.26828513941784,38.782562798201255,2020-01-04,1,24.0
51059491303,51059432500,-77.4384381047941,38.83547508045234,-77.2527891712359,38.75535892466453,2020-01-04,1,24.0
51059491303,51059460501,-77.4384381047941,38.83547508045234,-77.23464620836,38.91088859959919,2020-01-04,1,24.0
51059491303,51059460702,-77.4384381047941,38.83547508045234,-77.26322998035126,38.89268697467987,2020-01-04,1,24.0
51059491303,51059492000,-77.4384381047941,38.83547508045234,-77.34859243054031,38.80813885853861,2020-01-04,1,24.0
