GEOID,LATITUDE,LONGITUDE
51059430102,38.80324290934725,-77.30294576993218
51059430201,38.80801520883522,-77.295884392578
51059430202,38.81683226717199,-77.28559755484302
51059430203,38.818327912375,-77.29999227022543
51059430400,38.8029034033911,-77.23209764122544
51059430500,38.796796924693815,-77.20740260700103
51059430600,38.78757070022494,-77.18728098652899
51059430700,38.78619056516936,-77.20313284696795
51059430801,38.78275924030369,-77.22400663579869
51059430802,38.78926040185394,-77.22479147072062
51059430901,38.78365477132321,-77.24465556890183
51059430902,38.790868101916885,-77.25937401423205
51059431001,38.782562798201255,-77.26828513941784
51059431002,38.7769865291531,-77.25439729718087
51059431300,38.76649169884486,-77.2449806950759
51059431400,38.76836531608439,-77.23204581112972
51059431500,38.769113166344276,-77.2175038990861
51059431801,38.80058939046586,-77.27824211114722
51059431802,38.80819884373331,-77.26867648735336
51059431900,38.799421914837524,-77.25809922681516
51059432000,38.79478505483192,-77.31841760695448
51059432100,38.78942372176029,-77.30825982840098
51059432201,38.79144751210443,-77.29901918703412
51059432202,38.79257717474341,-77.28539810952186
51059432300,38.78005458593417,-77.28990877453191
51059432401,38.76711590025441,-77.27862298971786
51059432402,38.76389613534974,-77.26681332951861
51059432500,38.75535892466453,-77.2527891712359
51059432600,38.74826211520143,-77.23337573236604
51059432701,38.747648332441905,-77.21945767693144
51059432702,38.73207290067453,-77.21398615502122
51059432800,38.73787099168223,-77.2005530639223
51059440100,38.85258610245918,-77.25715641056563
51059440201,38.86701352707118,-77.22697615359338
51059440202,38.85469177783874,-77.23741375882517
51059440300,38.843664944583054,-77.2289457330971
51059440501,38.82944155139449,-77.27571923947805
51059440600,38.839676110767016,-77.33156346020816
51059440701,38.81440559977101,-77.25325025762886
51059440702,38.8220702159445,-77.2453303484422
51059440800,38.82875787006956,-77.24070201610424
51059450100,38.87152938288463,-77.20774636993447
51059450200,38.87125613494499,-77.19145952165972
51059450300,38.87394510532165,-77.17431746922468
51059450400,38.862163811462075,-77.1700423930704
51059450500,38.86378094865155,-77.18140185885557
51059450601,38.85705272922637,-77.20709886821746
51059450602,38.86307199197405,-77.19589346673314
51059450701,38.843212324409485,-77.21328003349248
51059450702,38.83704813072428,-77.20337751959708
51059450800,38.841178760485015,-77.19423483538876
51059450900,38.85189322445367,-77.18468653208005
51059451000,38.84253422249387,-77.18219877820651
51059451100,38.841984764330725,-77.16128982279655
51059451200,38.85090673223483,-77.1622624488821
51059451300,38.861488285814424,-77.15588309227212
51059451400,38.870548700053256,-77.1466255312034
51059451501,38.86396932321095,-77.14379538152191
51059451502,38.85335649732703,-77.12694250268389
51059451601,38.85023855731449,-77.13900727595832
51059451602,38.85257009893724,-77.14714886823312
51059451800,38.8333070617569,-77.14470776484706
51059451900,38.82612493936819,-77.15608040491675
51059452000,38.83230347568938,-77.17565510049765
51059452101,38.82043684311591,-77.1797851972598
51059452102,38.8181635517566,-77.19747502813878
51059452200,38.82200265204395,-77.2091586626985
51059452301,38.82966451563791,-77.2152907732966
51059452302,38.82202549762787,-77.21782843307162
51059452400,38.80508137238677,-77.19813475368196
51059452501,38.80657215578222,-77.17132175226627
51059452502,38.814460914367366,-77.15123902504395
51059452600,38.80172750639136,-77.15462556234955
51059452700,38.84399592979069,-77.13407771697307
51059452801,38.840661272990516,-77.12667674746075
51059452802,38.84262822512674,-77.11591420953792
51059460100,38.947583343067386,-77.27340727986957
51059460200,38.927685690899786,-77.2880392463689
51059460300,38.92009450146299,-77.27257437735418
51059460400,38.92531115386596,-77.25221047824591
51059460501,38.91088859959919,-77.23464620836
51059460600,38.88820108507197,-77.2345003802287
51059460701,38.88445341827508,-77.25386006226454
51059460702,38.89268697467987,-77.26322998035126
51059460800,38.902075836349375,-77.2505396157944
51059460900,38.91275383885039,-77.25837762994163
51059461000,38.902128239886544,-77.27467591278857
51059461100,38.898718721163846,-77.29284252730673
51059461201,38.8918869334602,-77.31625326973503
51059461202,38.86240900652255,-77.3374219841407
51059461500,38.88175359519574,-77.28150652215415
51059461700,38.86896826108049,-77.25395575836137
51059461801,38.874474462798545,-77.29049708230981
51059461802,38.87278310218551,-77.30671921420152
51059461901,38.87009686863112,-77.28448439069126
51059461902,38.86705099869012,-77.3080368644788
51059470100,38.95499227929815,-77.1611820432434
51059470300,38.92755235620423,-77.13836838963535
51059470400,38.93532016249431,-77.15700628054007
51059470500,38.94508336196774,-77.18274614016141
51059470600,38.93603505546065,-77.19453024074213
51059470700,38.92199145237251,-77.17077039060608
51059470800,38.92087725366759,-77.18584784064006
51059470900,38.90719980701718,-77.16585375132502
51059471000,38.90135350980071,-77.18653964970504
51059471100,38.912116062052476,-77.19878099756936
51059471201,38.91741308051267,-77.21360892337799
51059471301,38.90440178324693,-77.21080427562572
51059471303,38.896255170455724,-77.209188573616
51059471304,38.89097558220002,-77.20531323077114
51059471401,38.88492107416378,-77.19766046306661
51059471402,38.880355409445606,-77.2094163547868
51059480100,39.01159745761696,-77.27300963258766
51059480201,38.947087255173734,-77.215055243291
51059480203,38.927570078398716,-77.2354767958799
51059480401,38.988793720312245,-77.30951009355417
51059480402,39.016661035814806,-77.32826244631701
51059480501,38.999648010019804,-77.36123839417098
51059480502,38.99352369494246,-77.38486503662823
51059480503,38.98339329942545,-77.36668825779324
51059480504,38.98484189122857,-77.35353268965599
51059480505,38.973162148266674,-77.35707789518965
51059480801,38.97869021414635,-77.38618187927071
51059480802,38.97239970560163,-77.37267294649756
51059480901,38.97201155446565,-77.40043782316502
51059480902,38.960917042606845,-77.38296903834575
51059480903,38.95882453345912,-77.39458733934619
51059481000,38.96363280538801,-77.41098197428789
51059481101,38.95251512568848,-77.39854415222823
51059481102,38.94827985916639,-77.3986481191147
51059481103,38.94734733893483,-77.40612254563463
51059481104,38.94424443729482,-77.410248489642
51059481105,38.93611365127223,-77.3981881061798
51059481106,38.924391131591904,-77.38416720391385
51059481201,38.94776890765761,-77.38438971897001
51059481202,38.94262698116312,-77.3707466047395
51059481400,38.92815099099633,-77.3432090529196
51059481500,38.9171633098916,-77.34690084320611
51059481600,38.90181883971256,-77.33480531019894
51059481701,38.895367519401034,-77.36387198176318
51059481702,38.87144858106515,-77.35376977835301
51059481900,38.959476410213554,-77.3126690528857
51059482001,38.982055074044176,-77.33130214008122
51059482002,38.97645797357752,-77.34351393366927
51059482100,38.967403499106226,-77.33787724538188
51059482201,38.960422466836704,-77.34277786577128
51059482203,38.95920514871444,-77.36225171998687
51059482301,38.94279470575945,-77.34581810076517
51059482302,38.93677539006393,-77.35478367013945
51059482303,38.93429308911668,-77.33365993211109
51059482400,38.940338829884666,-77.31041713116967
51059482502,38.91218676492749,-77.41399554044169
51059482503,38.92324032250013,-77.40755444319694
51059482504,38.90642425875298,-77.3939884970163
51059482601,38.896633408978296,-77.4150254704928
51059490101,38.86318624088208,-77.43923252083825
51059490501,38.83637257976706,-77.4137950764324
51059490502,38.83783523980338,-77.37117850392964
51059491000,38.850964821250784,-77.50446540211874
51059491101,38.85855350445483,-77.47939064589285
51059491102,38.856638374236475,-77.46705331191151
51059491103,38.844643091717224,-77.45880809087366
51059491201,38.84498739369457,-77.4471118590467
51059491202,38.84164607190058,-77.43724034699834
51059491301,38.81499826023138,-77.47102168510627
51059491302,38.82936489116426,-77.44524524919358
51059491303,38.83547508045234,-77.4384381047941
51059491401,38.83210282796088,-77.42515788830221
51059491402,38.82389765840104,-77.43176862341323
51059491403,38.821312341367445,-77.4191730450393
51059491404,38.813668877496895,-77.4386780985387
51059491405,38.81020906497687,-77.42657021453206
51059491501,38.84471961303227,-77.41730819910086
51059491502,38.86097310486865,-77.41811070869906
51059491601,38.88288367765598,-77.42964453512278
51059491602,38.88177085057897,-77.41791463892892
51059491701,38.86080004043335,-77.37839902398822
51059491703,38.85545322920327,-77.35406612612593
51059491704,38.851657701942926,-77.36627218461598
51059491705,38.84830943384582,-77.38901301540042
51059491801,38.85736471585231,-77.39604791624032
51059491802,38.86432084028035,-77.39456408731711
51059491803,38.874342808178596,-77.3976143435876
51059492000,38.80813885853861,-77.34859243054031
51059492100,38.76044559748064,-77.33087875682168
51059492201,38.72222341650446,-77.30373607923076
51059492202,38.74057129272885,-77.26702484591179
51059492203,38.72090662045265,-77.2643089860519
51059492300,38.73855151870446,-77.2402424976206
51059492400,38.72777797768966,-77.23117817585054
51059492500,38.781507569003004,-77.3948057764548
